Metric,Value
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,61
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_tt_025C_1v80,1.79994
design_powergrid__drop__average__net:VPWR__corner:nom_tt_025C_1v80,1.79998
design_powergrid__drop__worst__net:VPWR__corner:nom_tt_025C_1v80,0.0000615354
design_powergrid__voltage__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000595394
design_powergrid__drop__average__net:VGND__corner:nom_tt_025C_1v80,0.0000157989
design_powergrid__drop__worst__net:VGND__corner:nom_tt_025C_1v80,0.0000595394
design_powergrid__voltage__worst,0.0000595394
design_powergrid__voltage__worst__net:VPWR,1.79994
design_powergrid__drop__worst,0.0000615354
design_powergrid__drop__worst__net:VPWR,0.0000615354
design_powergrid__voltage__worst__net:VGND,0.0000595394
design_powergrid__drop__worst__net:VGND,0.0000595394
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.000016200000000000000749227069274382984076510183513164520263671875
ir__drop__worst,0.00006150000000000000409915157373319516409537754952907562255859375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
